venda_id,data_venda,produto_id,quantidade_vendida,preco_venda_unitario,canal_venda,foi_promocao,evento_lancamento,observacao_demanda
1501,2025-12-03,194,2,25.94,Marketplace,0,0,Pico
1502,2025-12-03,197,1,87.95,Site,0,0,Normal
1503,2025-12-03,199,1,409.21,Marketplace,0,0,Normal
1504,2025-12-03,200,1,121.05,Marketplace,0,0,Normal
1505,2025-12-03,202,2,30.55,Site,0,0,Normal
1506,2025-12-03,211,1,41.31,Site,0,0,Normal
1507,2025-12-03,212,1,31.67,Marketplace,0,0,Pico
1508,2025-12-03,213,4,31.03,Site,1,0,Pico
1509,2025-12-03,214,1,180.76,Site,0,0,Normal
1510,2025-12-03,216,3,81.64,Marketplace,0,0,Normal
1511,2025-12-03,224,1,284.12,Loja Física,0,1,Pico
1512,2025-12-03,225,1,138.8,Site,0,0,Pico
1513,2025-12-03,227,1,31.97,Marketplace,0,0,Normal
1514,2025-12-03,229,1,33.6,Site,0,0,Pico
1515,2025-12-03,232,1,87.74,Site,0,0,Normal
1516,2025-12-03,233,1,27.09,Site,0,0,Pico
1517,2025-12-03,234,1,99.39,Marketplace,0,0,Normal
1518,2025-12-03,235,1,81.45,Marketplace,0,0,Pico
1519,2025-12-03,236,1,32.43,Site,0,0,Normal
1520,2025-12-03,238,2,33.18,Marketplace,0,0,Pico
1521,2025-12-03,239,1,42.98,Site,0,0,Normal
1522,2025-12-03,240,4,102.92,Marketplace,1,0,Pico
1523,2025-12-03,242,1,63.4,Site,0,0,Pico
1524,2025-12-03,243,1,21.44,Site,0,1,Pico
1525,2025-12-03,245,1,86.68,Marketplace,0,0,Pico
1526,2025-12-03,249,1,110.75,Marketplace,0,0,Pico
1527,2025-12-04,4,5,93.45,Site,1,0,Pico
1528,2025-12-04,9,2,97.28,Site,0,0,Pico
1529,2025-12-04,10,1,27.39,Site,0,0,Pico
1530,2025-12-04,14,2,40.11,Site,0,0,Pico
1531,2025-12-04,15,1,91.38,Site,0,0,Normal
1532,2025-12-04,18,2,44.34,Site,0,1,Pico
1533,2025-12-04,20,1,28.75,Site,0,0,Normal
1534,2025-12-04,21,2,145.78,Site,0,0,Pico
1535,2025-12-04,22,1,50.95,Site,0,0,Normal
1536,2025-12-04,23,1,51.77,Site,0,0,Pico
1537,2025-12-04,25,2,34.77,Loja Física,0,0,Normal
1538,2025-12-04,28,1,31.52,Marketplace,0,0,Normal
1539,2025-12-04,29,1,189.77,Site,0,0,Normal
1540,2025-12-04,31,4,141.33,Site,1,0,Pico
1541,2025-12-04,34,1,54.42,Site,0,0,Pico
1542,2025-12-04,35,1,88.74,Site,0,0,Normal
1543,2025-12-04,37,4,25.73,Site,1,0,Pico
1544,2025-12-04,39,6,22.78,Site,0,0,Pico
1545,2025-12-04,43,2,44.66,Loja Física,0,0,Normal
1546,2025-12-04,44,1,138.28,Site,0,0,Pico
1547,2025-12-04,46,1,136.47,Site,0,0,Normal
1548,2025-12-04,48,1,90.54,Site,0,0,Normal
1549,2025-12-04,52,1,17.86,Site,0,0,Normal
1550,2025-12-04,56,1,320.84,Marketplace,0,0,Normal
1551,2025-12-04,60,7,23.86,Loja Física,1,0,Pico
1552,2025-12-04,63,1,123.11,Site,0,0,Pico
1553,2025-12-04,64,3,34.44,Site,0,0,Pico
1554,2025-12-04,65,2,39.85,Site,0,0,Pico
1555,2025-12-04,67,1,310.25,Site,0,0,Pico
1556,2025-12-04,68,1,61.63,Marketplace,0,0,Normal
1557,2025-12-04,71,1,80.21,Site,0,0,Normal
1558,2025-12-04,72,2,119.72,Loja Física,0,0,Normal
1559,2025-12-04,75,1,64.27,Site,0,0,Normal
1560,2025-12-04,77,3,42.41,Site,1,0,Pico
1561,2025-12-04,79,2,118.07,Marketplace,1,0,Pico
1562,2025-12-04,80,1,135.58,Site,0,0,Normal
1563,2025-12-04,81,2,243.96,Site,0,1,Pico
1564,2025-12-04,84,1,22.66,Site,0,0,Normal
1565,2025-12-04,89,1,21.63,Site,0,0,Pico
1566,2025-12-04,91,2,29.96,Loja Física,0,0,Normal
1567,2025-12-04,93,1,141.99,Site,0,0,Normal
1568,2025-12-04,94,1,25.51,Site,0,0,Normal
1569,2025-12-04,97,1,42.66,Site,0,0,Pico
1570,2025-12-04,101,1,22.67,Site,0,0,Normal
1571,2025-12-04,103,1,91.19,Marketplace,0,0,Pico
1572,2025-12-04,104,1,122.43,loja fisica,0,0,Pico
1573,2025-12-04,106,1,99.49,Site,0,0,Normal
1574,2025-12-04,107,1,187.81,Marketplace,0,0,Normal
1575,2025-12-04,114,1,104.84,Site,0,0,Normal
1576,2025-12-04,115,2,21.8,Site,1,0,Pico
1577,2025-12-04,119,2,23.27,Loja Física,0,0,Normal
1578,2025-12-04,120,1,349.63,loja fisica,0,0,Normal
1579,2025-12-04,123,1,20.75,Site,0,0,Pico
1580,2025-12-04,124,1,61.58,Site,0,0,Pico
1581,2025-12-04,131,1,43.24,Site,0,0,Pico
1582,2025-12-04,132,1,120.97,Loja Física,0,0,Pico
1583,2025-12-04,133,2,40.48,Site,1,0,Pico
1584,2025-12-04,136,1,124.58,Site,0,0,Normal
1585,2025-12-04,139,3,69.72,Site,0,0,Pico
1586,2025-12-04,144,1,37.42,Marketplace,0,0,Normal
1587,2025-12-04,145,1,124.65,Site,0,0,Pico
1588,2025-12-04,146,1,68.73,Site,0,0,Normal
1589,2025-12-04,148,2,25.82,Site,0,0,Normal
1590,2025-12-04,149,3,74.84,Site,1,0,Pico
1591,2025-12-04,154,3,188.54,Loja Física,1,0,Pico
1592,2025-12-04,159,1,38.7,Loja Física,0,0,Pico
1593,2025-12-04,161,1,88.69,Site,0,0,Normal
1594,2025-12-04,163,1,258.46,Site,0,1,Pico
1595,2025-12-04,165,1,21.62,Marketplace,0,0,Normal
1596,2025-12-04,166,1,26.6,Site,0,1,Pico
1597,2025-12-04,168,1,38.5,Site,0,0,Normal
1598,2025-12-04,170,1,398.25,Site,0,0,Normal
1599,2025-12-04,174,1,407.29,Marketplace,0,0,Normal
1600,2025-12-04,177,1,259.25,Marketplace,0,0,Pico
1601,2025-12-04,178,1,33.81,Site,0,0,Normal
1602,2025-12-04,187,1,235.86,Marketplace,0,0,Normal
1603,2025-12-04,188,4,71.75,Site,1,0,Pico
1604,2025-12-04,189,1,122.94,Marketplace,0,0,Pico
1605,2025-12-04,190,1,21.32,Marketplace,0,0,Normal
1606,2025-12-04,191,2,112.76,Site,0,0,Pico
1607,2025-12-04,192,1,43.83,Site,0,0,Normal
1608,2025-12-04,194,3,25.94,Site,0,0,Pico
1609,2025-12-04,196,2,27.02,Site,0,0,Normal
1610,2025-12-04,203,1,128.52,Site,0,0,Normal
1611,2025-12-04,207,2,8.39,Loja Física,0,0,Pico
1612,2025-12-04,208,1,62.78,Site,0,1,Pico
1613,2025-12-04,210,1,25.18,Site,0,0,Pico
1614,2025-12-04,212,2,31.67,Site,0,0,Pico
1615,2025-12-04,213,2,31.03,Site,0,0,Pico
1616,2025-12-04,215,1,62.75,Site,0,0,Normal
1617,2025-12-04,216,1,81.64,Marketplace,0,0,Normal
1618,2025-12-04,220,1,127.12,Marketplace,0,0,Normal
1619,2025-12-04,223,1,14.09,Site,0,0,Pico
1620,2025-12-04,224,1,284.12,site,0,1,Pico
1621,2025-12-04,226,5,98.4,Site,1,0,Pico
1622,2025-12-04,229,1,33.6,Marketplace,0,0,Pico
1623,2025-04-12,230,2,34.88,Site,0,0,Normal
1624,2025-12-04,232,1,87.74,Site,0,0,Normal
1625,2025-12-04,233,1,27.09,Loja Física,0,0,Pico
1626,2025-12-04,235,2,81.45,Site,0,0,Pico
1627,2025-12-04,236,2,32.43,Marketplace,0,0,Normal
1628,2025-12-04,238,4,33.18,Site,0,0,Pico
1629,2025-12-04,242,1,63.4,Site,0,0,Pico
1630,2025-12-04,243,4,21.44,Marketplace,0,1,Pico
1631,2025-12-04,244,1,138.14,loja fisica,0,0,Normal
1632,2025-12-04,245,2,86.68,Site,0,0,Pico
1633,2025-12-04,249,2,110.75,Marketplace,0,0,Pico
1634,2025-12-05,2,1,49.12,Site,0,0,Normal
1635,2025-12-05,6,1,26.9,Site,0,0,Pico
1636,2025-12-05,9,1,97.28,Site,0,0,Pico
1637,2025-12-05,10,2,27.39,loja fisica,0,0,Pico
1638,2025-12-05,11,1,38.05,Site,0,0,Normal
1639,2025-12-05,14,1,40.11,Marketplace,0,0,Pico
1640,2025-12-05,18,1,44.34,Site,0,1,Pico
1641,2025-12-05,20,1,28.75,Site,0,0,Normal
1642,2025-12-05,22,1,50.95,Marketplace,0,0,Normal
1643,2025-12-05,24,2,96.04,Site,0,0,Normal
1644,2025-12-05,28,1,31.52,Marketplace,0,0,Normal
1645,2025-12-05,29,1,189.77,Marketplace,0,0,Normal
1646,2025-12-05,31,2,141.33,Site,0,0,Pico
1647,2025-12-05,34,2,54.42,Site,0,0,Pico
1648,2025-12-05,35,1,88.74,Site,0,0,Normal
1649,2025-12-05,36,2,114.09,Site,1,0,Pico
1650,2025-12-05,39,1,22.78,Site,0,0,Pico
1651,2025-12-05,40,2,31.94,Site,0,0,Normal
1652,2025-12-05,41,1,138.27,Site,0,0,Normal
1653,2025-12-05,46,1,136.47,Marketplace,0,0,Normal
1654,2025-12-05,48,1,90.54,Site,0,0,Normal
1655,2025-12-05,50,1,21.66,Site,0,0,Normal
1656,2025-12-05,51,1,31.37,Site,0,0,Normal
1657,2025-12-05,53,1,29.43,Site,0,0,Normal
1658,2025-12-05,61,2,41.92,Loja Física,0,0,Normal
1659,2025-12-05,62,2,148.68,Site,0,0,Pico
1660,2025-12-05,63,2,123.11,Site,0,0,Pico
1661,2025-12-05,64,3,34.44,Site,1,0,Pico
1662,2025-12-05,66,3,115.56,Site,0,0,Normal
1663,2025-12-05,74,1,81.51,Marketplace,0,0,Normal
1664,2025-12-05,75,1,64.27,Marketplace,0,0,Normal
1665,2025-12-05,77,3,42.41,Loja Física,0,0,Normal
1666,2025-12-05,82,1,224.25,Marketplace,0,0,Normal
1667,2025-12-05,84,1,22.66,Site,0,0,Normal
1668,2025-12-05,85,4,266.63,Marketplace,1,0,Pico
1669,2025-12-05,86,2,40.16,Marketplace,0,0,Pico
1670,2025-12-05,89,2,21.63,Marketplace,0,0,Pico
1671,2025-12-05,91,1,29.96,Site,0,0,Normal
1672,2025-12-05,95,1,73.85,Site,0,0,Normal
1673,2025-12-05,97,1,42.66,Marketplace,0,0,Pico
1674,2025-12-05,99,6,139.86,Marketplace,1,0,Pico
1675,2025-12-05,100,3,5.16,Site,0,0,Normal
1676,2025-12-05,101,3,22.67,Loja Física,1,0,Pico
1677,2025-12-05,102,1,142.36,Marketplace,0,0,Normal
1678,2025-12-05,105,1,117.47,Site,0,0,Normal
1679,2025-12-05,109,2,38.05,Site,1,0,Pico
1680,2025-12-05,111,1,24.24,Site,0,0,Normal
1681,2025-12-05,113,3,21.02,Loja Física,1,0,Pico
1682,2025-12-05,117,1,60.66,Site,0,0,Normal
1683,2025-12-05,118,1,19.12,Site,0,0,Normal
1684,2025-12-05,119,1,23.27,Site,0,0,Normal
1685,2025-12-05,120,3,349.63,Site,0,0,Normal
1686,2025-12-05,123,6,20.75,Site,1,0,Pico
1687,2025-12-05,125,5,36.47,Site,0,0,Pico
1688,2025-12-05,126,1,96.37,Site,0,0,Pico
1689,2025-12-05,131,1,43.24,Site,0,0,Pico
1690,2025-12-05,132,3,120.97,SITE,0,0,Pico
1691,2025-12-05,133,1,40.48,Marketplace,0,0,Normal
1692,2025-12-05,136,1,124.58,Site,0,0,Normal
1693,2025-12-05,139,3,69.72,Site,1,0,Pico
1694,2025-12-05,144,1,37.42,Marketplace,0,0,Normal
1695,2025-12-05,145,1,124.65,Marketplace,0,0,Pico
1696,2025-12-05,146,5,68.73,Site,1,0,Pico
1697,2025-12-05,147,1,21.44,Site,0,0,Normal
1698,2025-12-05,149,1,74.84,Site,0,0,Normal
1699,2025-05-12,151,2,23.44,Site,0,0,Pico
1700,2025-12-05,152,1,82.92,Loja Física,0,0,Normal
1701,2025-12-05,153,1,37.91,Loja Física,0,0,Normal
1702,2025-12-05,159,1,38.7,Site,0,0,Pico
1703,2025-12-05,161,1,88.69,Site,0,0,Normal
1704,2025-12-05,162,1,34.59,Loja Física,0,0,Normal
1705,2025-12-05,163,1,258.46,marketplace,0,0,Normal
1706,2025-12-05,164,1,279.03,Marketplace,0,0,Normal
1707,2025-12-05,165,2,21.62,Marketplace,0,0,Normal
1708,2025-12-05,169,1,21.4,Marketplace,0,0,Normal
1709,2025-12-05,170,1,398.25,Site,0,0,Normal
1710,2025-12-05,173,1,274.43,Site,0,0,Pico
1711,2025-12-05,175,1,38.07,Site,0,0,Normal
1712,2025-12-05,176,1,118.59,Site,0,0,Normal
1713,2025-12-05,180,1,120.02,Site,0,0,Normal
1714,2025-12-05,183,1,32.17,Marketplace,0,0,Pico
1715,2025-12-05,184,1,207.11,Site,0,0,Normal
1716,2025-12-05,189,1,122.94,Site,0,0,Pico
1717,2025-12-05,191,1,112.76,Marketplace,0,0,Pico
1718,2025-12-05,192,1,43.83,Site,0,0,Normal
1719,2025-12-05,194,5,25.94,Site,1,0,Pico
1720,2025-12-05,202,5,30.55,Marketplace,1,0,Pico
1721,2025-12-05,204,1,42.24,Site,0,0,Normal
1722,2025-12-05,205,1,142.26,Loja Física,0,0,Normal
1723,2025-12-05,207,4,8.39,Site,1,0,Pico
1724,2025-12-05,208,5,62.78,Loja Física,1,1,Pico
1725,2025-12-05,209,1,126.59,Site,0,0,Normal
1726,2025-12-05,211,2,41.31,Site,0,0,Normal
1727,2025-12-05,212,2,31.67,Marketplace,0,0,Pico
1728,2025-05-12,213,2,31.03,Site,0,0,Pico
1729,2025-12-05,216,1,81.64,Site,0,0,Normal
1730,2025-12-05,217,1,338.05,Marketplace,0,0,Normal
1731,2025-12-05,218,1,55.58,Site,0,0,Normal
1732,2025-12-05,228,1,99.49,Site,0,0,Normal
1733,2025-12-05,232,3,87.74,Loja Física,1,0,Pico
1734,2025-12-05,233,1,27.09,Site,0,0,Pico
1735,2025-12-05,234,3,99.39,Marketplace,1,0,Pico
1736,2025-12-05,235,1,81.45,Site,0,0,Pico
1737,2025-12-05,238,1,33.18,Site,0,0,Pico
1738,2025-12-05,243,3,21.44,Site,0,1,Pico
1739,2025-12-05,245,5,86.68,Site,1,0,Pico
1740,2025-12-05,246,1,229.07,Site,0,0,Normal
1741,2025-12-05,247,1,21.19,Marketplace,0,1,Pico
1742,2025-12-05,249,5,110.75,Marketplace,0,0,Pico
1743,2025-12-05,250,1,396.47,Marketplace,0,0,Normal
1744,2025-12-06,5,1,142.97,Site,0,0,Normal
1745,2025-12-06,10,2,27.39,Site,0,0,Pico
1746,2025-12-06,11,1,38.05,Site,0,0,Normal
1747,2025-12-06,12,1,51.86,Loja Física,0,0,Normal
1748,2025-12-06,14,2,40.11,site,1,0,Pico
1749,2025-12-06,17,1,137.07,Marketplace,0,0,Normal
1750,2025-06-12,20,1,28.75,Site,0,0,Normal
1751,2025-12-06,21,3,145.78,Site,1,0,Pico
1752,2025-12-06,24,1,96.04,Site,0,0,Normal
1753,2025-12-06,25,1,34.77,Marketplace,0,0,Normal
1754,2025-12-06,26,1,17.38,Site,0,0,Normal
1755,2025-12-06,31,1,141.33,Site,0,0,Pico
1756,2025-12-06,33,1,43.42,Site,0,0,Normal
1757,2025-12-06,34,1,54.42,Marketplace,0,0,Pico
1758,2025-12-06,39,2,22.78,Marketplace,0,0,Pico
1759,2025-12-06,40,3,31.94,Site,0,0,Normal
1760,2025-12-06,41,1,138.27,Site,0,0,Normal
1761,2025-12-06,43,1,44.66,Marketplace,0,0,Normal
1762,2025-12-06,46,3,136.47,Site,0,0,Normal
1763,2025-12-06,50,1,21.66,Site,0,0,Normal
1764,2025-12-06,52,1,17.86,Site,0,0,Normal
1765,2025-12-06,55,1,20.21,Site,0,0,Normal
1766,2025-12-06,57,1,52.9,Marketplace,0,0,Pico
1767,2025-12-06,59,1,381.26,Site,0,0,Normal
1768,2025-12-06,60,2,23.86,Loja Física,0,0,Normal
1769,2025-12-06,62,2,148.68,Site,0,0,Pico
1770,2025-12-06,64,4,34.44,Site,0,0,Pico
1771,2025-12-06,65,1,39.85,Site,0,0,Pico
1772,2025-12-06,70,3,37.97,Site,0,0,Normal
1773,2025-12-06,71,2,80.21,Marketplace,0,0,Normal
1774,2025-12-06,76,1,42.19,Site,0,0,Normal
1775,2025-12-06,77,2,42.41,Loja Física,0,0,Normal
1776,2025-12-06,81,1,243.96,Marketplace,0,1,Pico
1777,2025-12-06,83,5,408.98,Site,1,0,Pico
1778,2025-12-06,85,3,266.63,Site,0,0,Pico
1779,2025-12-06,86,1,40.16,Loja Física,0,0,Pico
1780,2025-12-06,89,2,21.63,Loja Física,0,0,Pico
1781,2025-12-06,90,1,131.16,Site,0,0,Normal
1782,2025-12-06,97,1,42.66,Site,0,0,Pico
1783,2025-12-06,99,4,139.86,Site,1,0,Pico
1784,2025-12-06,103,1,91.19,Marketplace,0,0,Pico
1785,2025-12-06,107,1,187.81,Site,0,0,Normal
1786,2025-12-06,108,3,37.7,Site,1,0,Pico
1787,2025-12-06,109,1,38.05,Site,0,0,Normal
1788,2025-12-06,111,4,24.24,Loja Física,1,0,Pico
1789,2025-12-06,113,1,21.02,Site,0,0,Normal
1790,2025-12-06,116,2,10.82,Site,0,0,Normal
1791,2025-12-06,125,8,36.47,Loja Física,0,0,Pico
1792,2025-12-06,126,2,96.37,Marketplace,0,0,Pico
1793,2025-12-06,129,3,60.13,Site,0,0,Normal
1794,2025-12-06,130,1,6.1,Site,0,0,Normal
1795,2025-12-06,131,4,43.24,Site,0,0,Pico
1796,2025-12-06,132,1,120.97,Site,0,0,Pico
1797,2025-12-06,134,1,44.85,Site,0,0,Normal
1798,2025-12-06,138,2,26.78,Marketplace,0,0,Normal
1799,2025-12-06,139,2,69.72,Marketplace,0,0,Pico
1800,2025-12-06,142,1,85.3,Loja Física,0,0,Normal
1801,2025-12-06,144,1,37.42,Site,0,0,Normal
1802,2025-12-06,145,3,124.65,Site,0,0,Pico
1803,2025-12-06,146,2,68.73,Loja Física,0,0,Normal
1804,2025-12-06,148,1,25.82,Site,0,0,Normal
1805,2025-12-06,152,1,82.92,Marketplace,0,0,Normal
1806,2025-12-06,155,2,19.27,Loja Física,0,0,Pico
1807,2025-12-06,160,3,18.32,Site,1,0,Pico
1808,2025-12-06,161,6,88.69,Site,1,0,Pico
1809,2025-12-06,162,2,34.59,Site,0,0,Normal
1810,2025-12-06,164,2,279.03,Site,0,0,Normal
1811,2025-12-06,169,1,21.4,Site,0,0,Normal
1812,2025-12-06,171,1,21.43,Site,0,0,Normal
1813,2025-12-06,175,1,38.07,Marketplace,0,0,Normal
1814,2025-12-06,176,1,118.59,Site,0,0,Normal
1815,2025-12-06,177,5,259.25,Site,1,0,Pico
1816,2025-12-06,178,1,33.81,Site,0,0,Normal
1817,2025-12-06,179,1,68.96,Loja Física,0,0,Normal
1818,2025-12-06,180,1,120.02,Site,0,0,Normal
1819,2025-12-06,183,1,32.17,Site,0,0,Pico
1820,2025-12-06,185,1,38.45,Marketplace,0,0,Normal
1821,2025-12-06,186,2,44.79,Marketplace,0,0,Normal
1822,2025-12-06,188,2,71.75,Marketplace,0,0,Normal
1823,2025-12-06,190,1,21.32,Site,0,0,Normal
1824,2025-12-06,191,5,112.76,Site,0,0,Pico
1825,2025-12-06,194,4,25.94,Site,0,0,Pico
1826,2025-12-06,199,1,409.21,Site,0,0,Normal
1827,2025-12-06,208,3,62.78,Marketplace,0,1,Pico
1828,2025-12-06,210,2,25.18,Marketplace,0,0,Pico
1829,2025-12-06,218,1,55.58,Site,0,0,Normal
1830,2025-12-06,221,1,37.07,Site,0,0,Normal
1831,2025-12-06,223,1,14.09,Site,0,0,Pico
1832,2025-06-12,224,2,284.12,Marketplace,1,0,Pico
1833,2025-12-06,227,1,31.97,Site,0,0,Normal
1834,2025-12-06,229,1,33.6,Marketplace,0,0,Pico
1835,2025-12-06,232,1,87.74,Site,0,0,Normal
1836,2025-12-06,233,5,27.09,Site,0,0,Pico
1837,2025-12-06,234,2,99.39,Site,0,0,Normal
1838,2025-12-06,235,1,81.45,Site,0,0,Pico
1839,2025-12-06,236,2,32.43,Loja Física,0,0,Normal
1840,2025-12-06,238,3,33.18,Site,0,0,Pico
1841,2025-12-06,240,1,102.92,Marketplace,0,0,Normal
1842,2025-12-06,242,1,63.4,Site,0,0,Pico
1843,2025-12-06,243,4,21.44,Site,0,1,Pico
1844,2025-12-06,244,1,138.14,Marketplace,0,0,Normal
1845,2025-12-06,245,3,86.68,Marketplace,0,0,Pico
1846,2025-12-06,249,1,110.75,Market Place,0,0,Pico
1847,2025-12-07,3,1,72.68,Site,0,0,Normal
1848,2025-12-07,10,5,27.39,Loja Física,1,0,Pico
1849,2025-12-07,11,5,38.05,Site,1,0,Pico
1850,2025-12-07,13,2,93.39,Loja Física,0,0,Normal
1851,2025-12-07,14,2,40.11,Marketplace,0,0,Pico
1852,2025-12-07,18,4,44.34,Site,0,1,Pico
1853,2025-12-07,20,1,28.75,Site,0,0,Normal
1854,2025-12-07,21,1,145.78,Site,0,0,Pico
1855,2025-12-07,23,2,51.77,Marketplace,0,0,Pico
1856,2025-12-07,25,2,34.77,Loja Física,0,0,Normal
1857,2025-12-07,28,1,31.52,Marketplace,0,0,Normal
1858,2025-12-07,29,1,189.77,Marketplace,0,0,Normal
1859,2025-07-12,31,1,141.33,Marketplace,0,0,Pico
1860,2025-12-07,32,2,36.12,Site,0,0,Normal
1861,2025-12-07,33,2,43.42,Loja Física,0,0,Normal
1862,2025-12-07,34,1,54.42,Marketplace,0,0,Pico
1863,2025-12-07,36,1,114.09,Site,0,0,Pico
1864,2025-12-07,38,5,59.27,Site,1,0,Pico
1865,2025-12-07,39,1,22.78,Site,0,0,Pico
1866,2025-12-07,41,1,138.27,SITE,0,0,Normal
1867,2025-12-07,42,5,101.01,Site,1,1,Pico
1868,2025-12-07,44,1,138.28,Site,0,0,Pico
1869,2025-12-07,48,1,90.54,Marketplace,0,0,Normal
1870,2025-12-07,50,1,21.66,Marketplace,0,0,Normal
1871,2025-12-07,53,1,29.43,Site,0,0,Normal
1872,2025-12-07,57,5,52.9,Site,1,0,Pico
1873,2025-12-07,59,1,381.26,Marketplace,0,0,Normal
1874,2025-12-07,60,1,23.86,loja fisica,0,0,Normal
1875,2025-12-07,61,1,41.92,Site,0,0,Normal
1876,2025-12-07,64,3,34.44,Site,0,0,Pico
1877,2025-12-07,65,1,39.85,Marketplace,0,0,Pico
1878,2025-12-07,67,1,310.25,Marketplace,0,0,Pico
1879,2025-12-07,72,1,119.72,Marketplace,0,0,Normal
1880,2025-12-07,76,1,42.19,Marketplace,0,0,Normal
1881,2025-12-07,81,1,243.96,Site,0,1,Pico
1882,2025-12-07,86,1,40.16,Site,0,0,Pico
1883,2025-12-07,87,4,111.12,Site,1,0,Pico
1884,2025-12-07,89,2,21.63,Marketplace,0,0,Pico
1885,2025-12-07,90,2,131.16,Site,0,0,Normal
1886,2025-12-07,91,2,29.96,Site,0,0,Normal
1887,2025-12-07,92,1,11.1,marketplace,0,0,Normal
1888,2025-12-07,93,3,141.99,Site,0,0,Normal
1889,2025-12-07,97,2,42.66,Site,0,0,Pico
1890,2025-12-07,99,1,139.86,Site,0,0,Pico
1891,2025-12-07,101,3,22.67,Site,0,0,Normal
1892,2025-12-07,102,1,142.36,Site,0,0,Normal
1893,2025-12-07,103,1,91.19,loja fisica,0,0,Pico
1894,2025-12-07,105,1,117.47,Site,0,0,Normal
1895,2025-12-07,108,1,37.7,Marketplace,0,0,Normal
1896,2025-12-07,111,1,24.24,Site,0,0,Normal
1897,2025-12-07,112,1,124.27,Marketplace,0,0,Normal
1898,2025-12-07,113,1,21.02,Site,0,0,Normal
1899,2025-12-07,115,1,21.8,Marketplace,0,0,Normal
1900,2025-12-07,118,1,19.12,Site,0,0,Normal
1901,2025-12-07,121,1,85.93,Site,0,0,Pico
1902,2025-12-07,123,2,20.75,Site,0,0,Pico
1903,2025-12-07,124,1,61.58,Site,0,0,Pico
1904,2025-12-07,125,1,36.47,Site,0,0,Pico
1905,2025-12-07,126,1,96.37,Site,0,0,Pico
1906,2025-12-07,129,4,60.13,Loja Física,1,0,Pico
1907,2025-12-07,133,2,40.48,Site,0,0,Normal
1908,2025-12-07,138,2,26.78,Site,0,0,Normal
1909,2025-12-07,144,1,37.42,Site,0,0,Normal
1910,2025-12-07,145,2,124.65,Marketplace,0,0,Pico
1911,2025-12-07,146,1,68.73,Site,0,0,Normal
1912,2025-12-07,149,1,74.84,Site,0,0,Normal
1913,2025-12-07,151,2,23.44,Site,1,0,Pico
1914,2025-12-07,156,1,117.32,Site,0,0,Normal
1915,2025-12-07,159,1,38.7,Site,0,0,Pico
1916,2025-12-07,161,1,88.69,Site,0,0,Normal
1917,2025-12-07,165,2,21.62,Site,0,0,Normal
1918,2025-12-07,166,1,26.6,Loja Física,0,1,Pico
1919,2025-12-07,169,3,21.4,Site,0,0,Normal
1920,2025-12-07,175,1,38.07,Site,0,0,Normal
1921,2025-12-07,177,2,259.25,site,0,0,Pico
1922,2025-12-07,182,2,42.05,Marketplace,0,0,Normal
1923,2025-12-07,183,4,32.17,Marketplace,0,0,Pico
1924,2025-12-07,184,1,207.11,Marketplace,0,0,Normal
1925,2025-12-07,186,1,44.79,Site,0,0,Normal
1926,2025-12-07,188,1,71.75,Site,0,0,Normal
1927,2025-12-07,191,2,112.76,Marketplace,0,0,Pico
1928,2025-12-07,193,1,283.3,Site,0,0,Normal
1929,2025-12-07,194,1,25.94,Site,0,0,Pico
1930,2025-12-07,195,1,26.36,Marketplace,0,0,Normal
1931,2025-12-07,200,1,121.05,Site,0,0,Normal
1932,2025-12-07,203,2,128.52,Marketplace,0,0,Normal
1933,2025-12-07,207,1,8.39,Marketplace,0,0,Pico
1934,2025-12-07,210,2,25.18,Site,0,0,Pico
1935,2025-12-07,212,1,31.67,Site,0,0,Pico
1936,2025-12-07,213,4,31.03,Site,0,0,Pico
1937,2025-12-07,216,1,81.64,Loja Física,0,0,Normal
1938,2025-12-07,224,1,284.12,Loja Física,0,0,Normal
1939,2025-12-07,227,1,31.97,Site,0,0,Normal
1940,2025-12-07,229,1,33.6,Marketplace,0,0,Pico
1941,2025-12-07,230,2,34.88,Marketplace,0,0,Normal
1942,2025-12-07,232,1,87.74,Marketplace,0,0,Normal
1943,2025-12-07,233,1,27.09,Site,0,0,Pico
1944,2025-12-07,236,1,32.43,Site,0,0,Normal
1945,2025-12-07,238,8,33.18,Site,1,0,Pico
1946,2025-12-07,240,1,102.92,Loja Física,0,0,Normal
1947,2025-12-07,242,3,63.4,Site,1,0,Pico
1948,2025-12-07,243,3,21.44,Loja Física,0,1,Pico
1949,2025-12-07,245,1,86.68,Site,0,0,Pico
1950,2025-12-07,247,6,21.19,Site,1,1,Pico
1951,2025-12-07,249,1,110.75,Site,0,0,Pico
1952,2025-12-08,3,1,72.68,loja fisica,0,0,Normal
1953,2025-12-08,4,1,93.45,Site,0,0,Normal
1954,2025-12-08,9,1,97.28,Marketplace,0,0,Pico
1955,2025-12-08,18,1,44.34,Loja Física,0,1,Pico
1956,2025-12-08,19,1,38.6,Marketplace,0,0,Normal
1957,2025-12-08,21,2,145.78,Marketplace,0,0,Pico
1958,2025-12-08,23,1,51.77,Site,0,0,Pico
1959,2025-12-08,24,2,96.04,Site,0,0,Normal
1960,2025-12-08,25,1,34.77,Marketplace,0,0,Normal
1961,2025-12-08,27,1,112.89,Site,0,0,Normal
1962,2025-12-08,28,1,31.52,Marketplace,0,0,Normal
